,title,heading,content,tokens
10,1,Hasan Minhaj's best advice for creators," So I still keep my burn low. Like we lease, we lease our Honda Odyssey, shut out to white planes Honda. Oh yeah. Least payment is $538 a month. That shit's going back after three years. So we still lease the Honda. We rent. I don't own my house. We rent still. And what I do is I keep that capital available for 186K. And the capital that we have available allows me to have Tyler, PV, we have a full-time team and we're able to move quickly and nimbly on an opportunity. And if we need to put up the capital or the bag to do a co-pro deal on a movie, we can. I'm not going to lie though. I mean, again, I'm just as vulnerable as anybody else when I go to those architectural digest YouTube videos. And it's like, hi, I'm Dakota Johnson. And welcome to my airy Palm Springs. And I'm like, fuck, I have to give Richard the landlord a rent this month. By the way, so we're talking it's it's October 3rd. Yeah. Special comes out October 4th. How do you guys think it's going to do? Because I'm in a very vulnerable. I think it's going to do great. I think you said earlier, you're like, look, I did 168 shows with like in-person immediate feedback. And I've watched some of the behind the scenes on your YouTube channel actually that Tyler made of you. Work shopping the really early stuff before you even went on tour. This product you've put in the work in front of a very diverse and large amount of people. I'm not worried for you. Okay, got it. Yeah. Because you've tested it again and again. And again, right. Right. You know, I know I think in one of those videos, you said it was 110 minutes. It's not showing up on Netflix at 110 minutes. No, 66 now. Yeah. I think it's been tested. Yeah, my my perspective on it is that I think that through homecoming King and King's gesture, both they build depth and not width. And I think depth is the future. And all the creators that are going to last a long time are going to build depths. Oh, wow. Because the thing is I have I have a very deep connection with your story when you release your next piece. I'm there. Wow. Yeah, I'm already writing. Right. Like you're you're live and at the Civic's Arts Plaza again. I'm there. Wow. You know, like and that depth, I think the thing that I think a lot of artists don't fully realize is that you need depth with a very finite amount of people. You don't need millions and millions and millions of people. Right. Right. Right. That's width. And some people are built for width. Yeah, that's a famous celebrity game. Yeah. That's cool. But like you're building depth, like how deeply personal this piece is, how much like when I watch it, I have guttural reactions to the way you go from this range of emotions from laughter to complete silence. Uh-huh. And I'm like, I'm with you, right? And you mentioned this advice you got from from Pashant that like you were speaking too fast in some of your stand-up stuff. Yeah. And he said to like let the audience come to you. I think this special is the representation of that where like I felt like I was coming to meet you. You weren't coming at me. Yeah. You know, with information, you weren't telling a story about someone else. Yeah. You know, when I watch Patriot Act, like you're telling you're you're interspersing or like interstitial. There's stuff about you. Yeah. But this is about you. And I'm I'm clicking and deciding to stay for you. Wow. Thank you. And that's depth. And so that's my perspective on the King's Jester is like I don't think this is this should be gauged from a success perspective on how many people watch it. But on the impact you have on the people who do. Wow. Thank you. Yeah. I agree with that. I think it's so personal that what you're making can only be made by you. Yes. Oh, wow. And that's so interesting. Whereas like you mentioned like Top Gun Maverick like Miles Tellers in it. But if it was someone else, I would still watch it. Oh, right. Different mediums. Right. But like you're creating something so deeply pers",972
11,1,Why Hasan Minhaj stopped uploading to YouTube," it. What was the reason there? Was it like we're going to do this bring people behind the scenes, put butts in seats. Was it like a backup plan? Yeah. Sure. What was the thought there? I think there was a there was a thing of maybe let's show people the the making of this thing. I think the only problem is is the there isn't a ton of scalability after like four or five episodes. I get it. He's on the road. He's in a tour bus. He's in a green room. He's fixing jokes and he goes and he tries to joke out. So I think that was really it. The thing that I'm always juggling is the time capital spent doing that versus making and fixing the show and making the show great. Yeah. servicing that or fixing right now or in pre-production on the movie making sure that script is great. Versus like I got to service this thing this week. So I think if there was a world where I ever were to do like nonscripted a full-time show. Yeah. That's basically what Patriot Act was. Our YouTube channel Deep Cuts. All that stuff was a nonscripted YouTube show. I think a lot of our fans, those five, six million people that would rock with us every week came from YouTube and then there was a group of people that watched us Sundays on Netflix. How did you know",292
12,1,When it's time to quit or keep going," when things weren't working and when to move on from them in your dark career? Yeah. Yeah. I think like yeah. This is just a humility thing. Like you know what's really interesting is I've just gotten to this age where I realize life will chin check you and nobody comes out of this unscathed. I don't care where you are in the political spectrum. You look at Donald Trump's life and the licks he's taken. He's lost his brother to alcoholism. The bankruptcies he's filed for. Look at Joe Biden's life losing multiple children, losing a spouse, losing multiple runs for the presidency. Again, I'm not assigning qualitative value to either of them. I'm not here to get into a political argument. What I'm saying is the longer you play the game, you're going to get chin checked by life. And I realized nobody comes out of this thing unscathed. The humbling thing about life and the game is the game will reveal your hand. So when I was 18, 19 and you know I'm auditioning for things and things don't come my way, I had this vision. I was going to be on a sitcom and then I would go tour and those dreams die. Like eventually you hit an age and you're like 30 years old. You're not going to play a 19 year old anymore. It's over. That dream is over. I had a dream of doing a late night set on Conan. And like even on my Vimeo page it says Conan late night set v7.mov and you know that private Vimeo link you send. And by the time I even was able to get on the show, I was already like the daily show. It's over. That dream died. You know I was never able to do that thing that I always dreamed of. I'm 37 now. Like I can't play certain roles that 25 year olds can play. And that's okay. Like things ending, things dying is actually okay. That's part of life. Life is about graduating. So to answer your question, the game just checked me. So it was no different than me trying out for the basketball team. I tried my best. I'm a senior. This is the last year I can try out for varsity. It's over. And you cry, you mourn and you just move on. And the time that I've spent with OGs, they're really good at mourning and letting go. And that's okay. That's part of life. And that's that's really what happened. You know, some of those dreams ended in new things happened. And that's okay. And I think it's for the best man. Do you imagine about 37? I dress like a 19 year old. And I'm still playing that like L.A. Peter Pan syndrome game. I mean, there's guys that are like 47 years old. And they dress like they're 23. It's it's horrifying. But look at you know what I mean? You're just like what is what is wrong with you? You can move on. Yeah, totally. You know, and you look at people. I even look at like my fashion icons, music icons, Janelle Monet, David Beckham, Farell Williams. They have aged so gracefully. And they've aged with a level of like sanity and clarity in their thoughts. Man, oh man, you meet some people that were like hot in the 90s, early 2000s. You're like, bro, what's happening upstairs? Like what happened to you? You know, and they didn't mourn and move on. Yeah. You know what I'm saying? Like it's okay. Like life is about graduate. You got to graduate, mourn it and move on. You know, and so I got it. And you got to do that with humility. So whether these next projects that I do work or fail, I come to it with humility. It's between God, the audience, they decide. I love that. Appreciate that. That was a good perspective. Yeah. Yeah. Yeah. Yeah. Yeah. Yeah. I really got to do religious again. But it's the best facts. There's no getting around this. Yeah. You know, I mean like that speaks to like the long game that this is. I appreciate it. I appreciate it. Now with you guys. Thank you so much. Thank you. Yeah. This is such a dope conversation. Yeah. This is awesome. Yeah. You guys are great. Appreciate it. Yeah.",946
13,2,"The Mythical Machine, Explained."," Let's all do nothing but this right now. Make it as good as we possibly can and then say, oh, we won't do it again for another month. So it's basically finding all the efficiencies you can in your schedule. And it, and I don't know, somehow we've, I don't think that would necessarily be fulfilling for, again, it kind of go back to this like, if you're just a pure artist and you like, wait for the inspiration and you follow the creative flow and that's how, how you operate. So that's a beautiful thing and probably the majority of artists and they're going to kind of like, kind of maybe work on their own. Maybe they have an assistant or something like that. But we just, our aspirations were to just build something together and have this team and see what we can do. And it's kind of like playing a game and figuring out a puzzle for us. And so we, we, we take a little pleasure in finding those efficiencies and being like, yeah, we can shoot 12, let's shoot 12 sketches today. So beyond good Mythical Morning and how you guys are operating, like, how does the company actually work? What is the pie chart of how money is made in this creative company? Yeah. Yeah. So I mean, going back, this isn't even really something that we really started focusing",286
14,2,How Rhett \u0026 Link made money," super closely on to like 2015, 2016, right? But definitely when we started really taking a look at it, we were the biggest piece of the pie and also the majority of the pie was YouTube revenue. And so we were like, okay, well, it's kind of inevitable that this is the biggest piece of the pie given that our flagship properties are YouTube first. And that's where the best monetization is. When you say YouTube revenue, you mean add sense. I mean add sense. Okay, got it. Yeah. But we were like, we want to actively work to make the pie bigger, but to make this piece of the pie smaller in relation to the rest of the pie. And so over the course of like what, you know, six years or so, we have gotten to a place where while the YouTube add sense revenue piece is the largest piece of the pie, it is not the majority. Not really close to the majority at this point. You know, e-commerce business has just grown very significantly and are just straight up integration business. So on a top of add sense, but just straight brand integrations has grown significantly. So those are really the, and also our community, what we call the community piece of the pie with the Mythical Society, right? Those are our biggest sort of the content, you know, commerce and community. Those are the biggest pieces of the pie. And then there's other things that are, you know, more speculative like the stuff we do in traditional or, okay, books and that kind of thing, which is not, it's not constant. It's like, oh, you might get a book deal and then a few years past, you might get another one that kind of thing tend to be the smaller pieces of the pie. And live shows go into that as well. Yeah. Yeah.",380
15,2,Why Rhett \u0026 Link launched Mythical," So from things like that, like shooting shows to all the sudden we have mythical, which is such a bigger thing, is that like a deliberate decision to not just make shows and content, but have an overarching media company. And was there, I'm so curious about this, of like, if there was a moment where you guys were like, well, we could be retin' link and have good Mythical Morning and build that. And that's a fantastic career. But then this moment of like, but let's actually, let's build a bigger company than that. Honestly, I think it started from a very practical place of just like, what's our retirement plan? I think it was just like, we're not going to do this forever. We're not going to appeal to this audience forever. When are they going to get tired of us? I don't want to go back to being an engineer. I don't want to have to go work for somebody. Like, you just, and so it's like, okay, what can we do? We've got this platform. We like making content. We know what makes good content. We know how to recognize somebody who will work well with this kind of audience. So let's just see what else we can get people interested in. For me, that was the thinking. And then once it starts working, like, once you do something like, oh, you know, you watch somebody like Mythical Chef Josh go from the guy who just makes really interesting food to the guy who can make really interesting food, but can also be very interesting as he's doing it and telling you about it. Like, we love that process of seeing somebody kind of come into their own. And now Mythical Kitchen, like, that team over there is, they're playing the game that we used to play of like, oh, here's an idea. Let's try it. Let's see how they respond to it. You know, we might go show up on an episode of something over there from time to time. And we obviously are kind of keeping up with what they're doing on a high level and how the team is expanding and all this stuff. But when it comes to that, the game, playing that creative feedback game that you have to play to be a creator, they're doing that in a self-sustaining way. And it's just a fun process to be a part of. We want to replicate that. Can you expand upon playing that feedback game?",516
16,2,How to play the YouTube game and win," I think that's an important thing to discuss. We actually both, we just took a break and we both read Creativity Inc. We guys read that. Great book, yeah. It's a great book. And there's a lot of that discussion around, you know, exploring the neighborhood, quote, unquote, discussion around failure of like, I got this idea. I just got to go down the path and see. And I'll be okay with failure because every, whatever I do, it'll yield new information for me. Exactly. You know, and like, that was, I've never, I haven't read a book that reminded me so much of what our day to day life feels like, you know, of trying something and it not working. And then the past 10 years, we tried so many things, but those have all informed what we do today. Right. And I'm just curious about, if you could expand on that feedback game that creators have to play. Yeah. I mean, it's, I mean, the, when we talk about the, when something works, it's like, we had to learn to say, okay, we're looking for things to work. We are saying this is a test and then we're going to take action based on it. It's like you start to develop that feed. Yeah. You start to plan to the feedback mechanism. And you know, I think that when we, when we first said, is Cinco de Mayo in 24, 2015, whenever we did Will it Taco? Let's just throw stuff in a taco for an episode. It was just an episode idea. And then we, you know, it actually took us a little while to realize, we should do that again, but not with tacos. We should do Will it as a sub series. Yeah. And so, but we had that signal. Then you get to a point where it's, you know, okay, we, our risk is low. We have five videos every day. We can learn something from every single video. Everyone can be another Will it Taco. So now we're like looking for it. We're trying to like, trying to remember what led to Will it Taco. So then you can build a, systems for a team to then come up with more of those things. Yeah, every, every video that goes up, there's people that watch the performance of the video and then change the thumbnail. It's like you, you start to say, what else, what else can we change? Yeah. Can we change the title? Can we change the thumbnail? Can every little thing make it perform better? Everything's an experiment. And then, well, you have to, as every creator, if you want to be a successful creator, you have to embrace the fact that your audience is not only the final audience, but they're also your focus group. Traditional media, you've got the focus group and then you've got the intended audience. And that distinction goes away. Your fans are your focus group. And if you don't listen to them, you're not going to be a successful creator long-term. And you also, we were just talking about this earlier today, there's two aspects to your content. There's the product and there's the performance. And a lot of really, you know, creatively, purest people can never accept that the performance of the content. And so therefore, like the marketing, the title and the thumbnail are important and potentially just as important or more important than the content itself. Now, we've always said the content is king and we want to have a great product and we're never going to let that suffer. But getting people to watch that is such an important part of it. You don't embrace the quality of the product and then the performance itself of that product. It just can't happen. It's going to lose too much steam. So on the first half, it's like you find signal that something is working. Can we do this better next time? You know, can we double down on this? Can we triple down on this? Is this a format that we can do every month? You know? And then you get to a point where once you do that, it's actually harder to find the signal for when you should stop doing something when you need to move off. Interesting. That's the real challenge. It's easy. Like, oh, this video works. That's easy. Let's do it again. I believe in this video. It didn't work. But if we tweak these things, it'll happen again or it'll find its audience. So this format can work. But then, like, how much longer are we going to do with it episodes of Good Mythical Morning? We do one a month. Like, for eight years now? So it's like, well, how much longer are we going to do this? Like, how much food are we going to continue to do on Good Mythical Morning? Like, what is the signal of ambivalence? You know? That's a real challenge for us at this point. Like, don't hold on to your old signals too long. Well, and this is something that every long-term creator struggles with as well is the",1091
17,2,How to experiment on YouTube," audience expectations kind of keep you in a certain place. And experimentation outside of those expectations is not rewarded with clicks. And so you're actually more incentivized in the short term to return to formats and milk things that really, really worked with you. And he means literally milk milk things in our case. And the thing that we are, because it's going into the 10th year, or I guess that going into the 11th year of the show, the thing that we really been focusing on. It's, we're halfway through the 11th year. Yeah, we are. And we are. Yeah. Having to basically say, hey, we're going to take this risk. We're going to do this thing. And it's funny, the feedback that you get from the clicks, the views, and then the long-term viewer. So right here in this very spot, we recently attempted to put a shoe on a horse. I mean, an actual horse shoe. Oh, so you're being serious. You're being serious. Oh, yeah, very serious. Yeah. I do not recommend doing it either. I haven't done it. I may hold it. Yeah. Yeah. And so that's an idea of an episode where, you know, okay, the long-term fans are like, I love it when you guys do these things that are kind of outside the box and it really makes me, you know, they get very vocal about it. But we get a report from, you know, our guy whose job is it to give us the report that said, well, this, will we die shoe in a horse video? Is the, is number 10 of your last 10 videos. Oh, yeah. And so what does that mean? Does that mean we should never shoe a horse again? Well, there's a, what about the other three legs? Mm-hmm. Now, what, I mean, what does this really mean? And the fact that you don't put a shoe right up? Because also it's like your first time experimenting. Try putting a shoe on it. On that, that format. Yeah. That, that's the thing that I think is terrifying as creators, especially as like for us, with as you start to have newly found momentum, you get a 10 out of 10. You're like, well, let's never do that again. Even if it was like, okay, we just need to build on it. The audience, like, it's something new. But it's terrifying to experiment when you're up against YouTube. So I imagine you got pitched the idea about the shoe on the horse. I think that was that, that was our idea. I think so. Yeah, because for good mythical summer, we specifically were saying, let's do some more experimental, more experiential stuff. And I was like, we love watching those, you know, those videos on TikTok where they're changing some of the, they're just like, yeah, yeah. Of course, those are good videos. Yeah. How do we make that a side and do it? It's easy to do that. Yeah, it kind of. Yeah. So quick and easy. Yeah. Right. That's satisfying. Yeah. And so that is something that we're really talking about with the team is, you know, how do you maintain? Because this, not, it's hard to stay encouraged when you do something that everybody here, everybody at Mythical and then all the like hardcore long-term fans are very excited about it. It gets 60, 50, 60% of what you would get if you just set there and ate something funny at the table. Yeah. And so, but our theory is that you've got to invest in those long-term fans or else you're just going to have a really, really slow declination, you know. Yeah. Do you shoe a horse or do you beat a dead horse? Oh, nice. That's a lot of them now. That's it. Wow. You shoe the horse. I think what's cool is to look back in time and look at this feedback game you guys are playing on YouTube and understanding like, Rhett's most embarrassing moment followed by the next day, uploading links most embarrassing moments. And like, you look at that and I think quantity of uploads really supports that feedback game, right? Like you don't, you're not waiting a week to try it again. Yeah. Yeah. Yeah. Yeah. Yeah. Yeah. Yeah. Yeah. Yeah. Yeah. Yeah. Yeah. Yeah. Yeah. Yeah. So, if you're going to say this works, let me go back and look at the last six months of their channel. Y",980
18,2,How Good Mythical Morning adapted," when we had the conversation, we're gonna run out of stories. Like what is good Mythical Morning, good and be? And so that's when you started to work in more formats. Yeah. You know, let's play games with each other. You'll know all the answers I want. Oh, we can switch it back and forth. You know what? Oh, let's see if we can taste if something's from Walmart or Target, you know? Just just an idea. Yeah. I mean, good God. Look at us now. You know, it's like, I mean, look at all the stuff we eat. But again, it's like, okay. And then you, it's still the same challenge. Like, where are we going with all this? You know, we gotta, you know, this belief that the bottom is gonna fall out. I don't, I feel pretty good about that not happening at this point. But I'm still very much engaged in what? Where are we gonna take this show? Because it will, you know, if you just keep following the same signals, then they'll, you know, it'll, it's a downward spiral. If you keep doing the same thing, yeah. What's that, what's that saying? It does seem to like, like the basis of the show, fortunately, is just getting to hang out with you two. Hopefully. It is like whether you're eating food, which is like what's happening right now, or occasionally chewing a horse. Yeah. You go back years and years, the one constant is that we're getting to hang out with you. Yeah. Right. And you do have to play a little bit of that game, obviously. But you've built such a loyal group of people over the years that are excited for whatever your... Yeah, they're gonna come back. It's really those, it's the margin between those who are gonna watch every day and those who are just gonna click on the stuff that entices them. And apparently, as we have proven that putting food in the thumbnail makes, I guess everyone's just hungry. I kind of relate to that. People are hungry most of the time. Yeah. It's universal. That's the thing. It's like we all can understand what it feels like to eat food. And when we see you eat disgusting food or weird food, it's like I can also kind of have that sensation a little bit in my mind. So it's relatable. It's relatable. It's enjoyable. I can place myself a bit there. I'm curious at this point, how important is external validation",546
19,2,Are Rhett \u0026 Link proud?," for you to personally have like showing up on Fallon or I was watching Hot Ones and Sean Evans brought up how post Malone when he was on the show said he was like a huge fan. No, he did it for four years. Yeah, he is. Like, that was cool. Yeah. I think you guys rank those types of experiences now in your career next to maybe when an episode does really well. Like how important are those moments? Yeah, I mean, it really depends. Like, I mean, some of the biggest career moments for us are because we are of an age that's like, all right, the fact that the first song that we ever wrote in middle school, we performed on the tonight show with the roots backing of stuff. Yeah, I mean, that's the career highlight. The fact that yeah, that post Malone is a fan and then he turns out to be such a sweetheart is a doubly great. I think it's all based on, this is a theory and I've seen it proven true time and time again. Whatever was most thrilling and valuable to you when you were 10 years old, those are the validation experiences that will be the most meaningful to you for the rest of your life. Getting a lot of views on a YouTube video, that didn't exist when I was 10 years old, right? The tonight show existed. Rockstars existed. And so it's in your DNA in some way to really value what would have been the coolest thing that you could have experienced as a kid? And then when you get to experience those things as an adult, it's always gonna seem more meaningful. That's why every bone back home gets excited when we get a show on the Food Network. Because they're in the same boat, like TV, when I was a kid, the best thing you could be on was TV. Red Linker on TV now. Yeah, yeah, yeah, yeah. I know their daily show gets more views than that Food Network show, but, you know, TV, TV, I am on TV. Yeah, so TV or TV. Yeah, so yeah, going on Fallon, as many times as we've done it, and it doesn't translate into views. Yeah, sure. Yeah, sure. Everybody's like, I just thought I was gonna discover you guys on Fallon. But we don't see like an increase in subscribers or anything. It's just this validating experience to be able to do something that you would have thought was really cool when you were 10 years old. When you guys look ahead, how long do you feel",531
20,2,Will Rhett \u0026 Link retire from Good Mythical Morning?," like you can do the show? And do you want to do the show? And where does the show go? Like how does it keep you guys going? You know, our desire for a good Mythical Morning is we really feel like, I mean, speaking of the tonight show and what it was like to be the way we perceived that as a kid, is you perceive the tonight show to be this institution that kind of, you know, oh, my dad watched this and now I watch it. Now I watch it and my kids will probably watch it. It was this entertainment institution. I think we're begun to see the potential for a good Mythical Morning to feel like that, you know, culturally. So I think what that means for us is that, I mean, as long as people are still interested in watching it, I mean, I'm too much of a performer to say that I'm gonna just do it. I'm gonna run it to the ground even when people have lost interest except a couple of hundred people who are just like, we still want more. But as long as people are still engaged and still enjoying it and we're still engaged and we're still enjoying it, which our mission is always to find ways for us to keep enjoying it and mix it up, which we've gotten pretty good at. I don't think I can put a number on it. How long will we'll do it? Yeah, I think right now, we're very engaged in terms of what's next for Good Mythical Morning? And how do we lead our team through that? And I'm just mean a creative iteration where we're, what are the new things we can be excited about? I think right now, we're excited about that development. Like, Good Mythical Morning is at a juncture where, okay, how are we gonna evolve the show beyond what it is right now? Instead of chasing that feedback loop, which I'll say, specifically the food feedback loop. How do we break the show out of that? Because we're just not comfortable being defined in that way by people who, if you know, you know, but we'd still like more people to know that that's not what the show actually is, especially, and if you watch Good Mythical More, I mean, and you're a dedicated fan of that, if you know, you know what we've started to say. And it's like, I think it's exciting that there's so much potential there, like the heart of Good Mythical Morning is still beating. Still beating, like Huey Lewis said. And so I think we're excited about what we're gonna, where it's gonna go. So to me, that's really all that matters. It matters the most, you know? And then that people are watching, and those things are hand in hand, and then we don't go broke doing it for some reason. Right. We have to start paying YouTube to do it. Right. That would probably be an issue. That would be an issue for everyone. Do you think there's a point where maybe, you know,",640
21,2,GMM's new hosts?," same as the tonight show as an institution and new hosts come through that new hosts would maybe take over? I think that our mentality on that, I can say we are not actively seeking that at this point, but if it comes down to the show not existing, looking at these guys. Yeah, I saw. Link looked at me with a totally different eyes right there, and I was like, am I, how do I do this audition right now? If we have to choose between the show, stopping or continuing with other hosts who can do a great job, hopefully better than us, then that will definitely continue to show. But how would that happen? Yeah. Impossible. Is it? You think it's impossible? I think there's no world where it's the same, you know? Maybe. So yeah, I don't know. And like John Stewart left the daily show, and like it's not the same, but there's another version of it. Yeah, it's interesting because I think when that happens, it'll be an experiment that, I guess it, I know that Ray William Johnson tried to do that for a while or he's just doing guest hosts. Guest hosts. He's back now. Yeah, he's back now with a different show, right? Go for him, by the way. Yeah. But yeah, it'll be an experiment because yeah, it's been done time and time again with traditional television properties. Right. And yes, it's like people, I don't like this new person. And then all of a sudden there's a lot of people like, oh, I didn't watch John Stewart. I only watched Trevor Noah. Yeah. So again, no, no, even short term plans for that, like there's even long term, there's no plans at all for that right now. But that is the way that we see us, us stopping the show is giving it to somebody else one day. Yeah. Not us just stopping the show and just walking off into the sunset. That could also, we could change our minds. Well, if there isn't somebody, if there's not somebody who wants to do it, who, who, who, who, you know, who we want to do it. Yeah. I mean, I've heard some people say it's impossible. I did, yeah. So thanks so much for sitting down with us. Yeah. Thanks for having us. I'm glad we chat with you guys. We're all in a lot of space. Yeah. Yeah. Thanks for having us. And now we're gonna go check out the rest of the space. Yeah. Let's do a tour. Yeah. Yeah.",552
22,3,Cody Ko \u0026 Noel Miller on Ending That's Cringe," I think we both like trying new things and pushing ourselves and learning especially. So like at that point, the last ones came out like when we were on tour. Yeah. So we were really focused on the live show and, you know, going show by show tweaking it depending on what the audience laughed at, what it didn't, you know, that was taking",74
23,3,The Rise of Tiny Meat Gang Music," up a lot of our mental real estate. So was music starting to play a bigger role during that time? It was. Yeah. Yeah. And so we, yeah, music continued to kind of be a factor. And then the pandemic hit. And then I think that's when, when the pandemic hit out, naturally, everyone like re, you know, they kind of thought about things more in like what does the future look like? And I think that was an easy moment for us to be like, well, probably not going to be like wrapping about Dix for very long. So like, maybe we should, you know, try some other things that present more of a challenge and something we can like really care about really sync our teeth into. Yeah. With your music, like I was talking to Cody about this, like some of the streams on Spotify and your guys music are crazy. Yeah. I think I'm pretty sure Walkman is almost gold. Yeah. It's like 86 or 90 million streams and like broke bitch. Uh, it's like 45, 47 million. And I also put on that song. Yeah. When I was doing some research for this podcast, right? I've heard that song. Yeah. But I put it on and I was like, how, how serious were you when you were making this song? You kind of like, did you, because that's like a good song. And I don't know the time, like the emphasis on like the comedy being a main character started to maybe like, not that it went down, but like the quality of the music started to do. It was almost like you guys were flexing in this way of like, no, we could have, like if we were, yeah, it was like awkward for watching. It was like, this is like, just, this is just, just, you know, like, actually wanted to do this. You could just do this. That's what we were going for. Yeah. Yeah. Yeah. I don't know what it is. It's awkwardly good. Well, next to all of the other music that comedians or just even YouTubers put on YouTube, it just, it was the same character. It's got to be Josh Richards though. Yeah. That's true. Yeah. I think it's funny, because when some people break down the music, it's really interesting to see what their interpretations of it are, like even hearing what you guys have to say is really interesting, because I guess the general theme here is that the things that we made, we never had these really deep thoughts about it. It's funny when I'll go on the road. And even to this day, and I've had people ask, like, what, what, like, what was your process, like making music? And I'm like, it's very complicated. Someone makes a beat and then mean Cody, look at each other and say, do you want to go first? And then one of us records. And then the other one goes, yeah, that, that works. And then the other one records and then we're like, yeah, sick. And a lot of it is supported by the producers that we know, just between like Spock and Diamond Pistols there. They're, they're always the ones to really make the music like do something. So yeah, I do feel they got to a point where it was getting just like a little too far away from comedy. And I'm like, maybe it's a little too horny now. That's too horny. I think for me, like, broke bitch was the moment where I was like, this is a little too good. Like this song, I can casually listen to it. Like, I like this song. And that's when it was like, I felt like there was an inflection point of life. But these guys are just going to become like a music. Yeah, yeah. Make good music. No, because there's the music industry is the worst industry to be part of. Let's dig into that. Yeah. Yeah. I want to, I want to hear about it. So, it's actually interesting because you're bringing up Joji, right? Yeah. Yeah. Yeah, okay, someone can be like a comedian, have funny videos on YouTube and then go into music. Oh, I think I'm going to be successful. Yeah, yeah. Like Tim Heidecker does music now. A lot of people do it for sure.",933
24,3,The Problem with Singing a Record Deal," But I think what's interesting is the business side and the money side of music. A lot of people hear that labels working with labels isn't like the best experience or whatever. But when we were independent, like, you know, and then it wasn't even a conscious decision. It was just like, oh, yeah, we're putting out music. Let's just do it on our own because we have a marketing platform built in. We can just make a video on YouTube and like, we were making a lot of money. Yeah. Like from streams. Yeah, we're making a good chunk. Like, like, you know, I don't even, I won't put a number on it. But like, it was good, like for an independent, you know, for people in our project. Yeah. Like, it generated a significant amount of income and then we signed with a label and we made zero money. But I mean, like, that's, you know, that's no shade to the label or anything, like, I think. That's just how it works. Yeah. And why did you go for make sense for people that don't have that platform that we had worked so long to build already? We did it as kind of like a legitimacy thing. It was like, we signed with a label and, you know, then we're on the same label that was like Posner. Yeah, exactly. Yeah. You know, Aristotle goes way back. Yeah. Yeah. You know, famous name. So it was legitimacy, but also you get an advance. We got to do it. We got to do it. But no, could you explain like, why does the money go down so significantly? Yeah. It's theft. No. The contract that they make you sign has a lot of built-in things that you discover along the way. Got it. Mostly it's, it's recruitment. Yeah. Yeah. Yeah. That's what really fucks you is that, you know, they give you this advance and it's money which is one of your album, right? Yeah. They also take a long time to give you that as well. Yeah. Interesting. Yeah. Yeah. Yeah. Yeah. Yeah. I like everyone that works at the label like they were all really great and had the best intentions. Like, and like I said, it works for other people. Right. But I think for us, like we're, we've always been so independent and we've always done everything by ourselves. Yeah. That that relationship just didn't really work as well for us. And it's also like the industry was changing so much. Like I don't know the record label would think like the way you guys did that SeatGeek integration in one of your music videos. Yeah. But we did that because otherwise that money would have came out of our, our recruitment. So like, but they pay you a certain amount of money and then to like fund your album or whatever. But then you only receive royalty money after you've paid that back and then all the marketing fees on top of that. Right. Yeah. So they a lot of certain amount of money towards music videos or whatever, but the rest, you have to pay that back. So you end up paying for everything. Yeah. Yeah. Yeah. Yeah. How it's traditionally been. Yeah. Fun fact about broke pitch. So there's a crazy like sequence of events because basically we needed to finance it. So I pitched like, okay, what if we do this ad at the end and we can kind of tied into a story. Like, oh, great. Simultaneously, I don't know if I think I can say this. I pitched a key from Key and Peel directly to be like in the music video. Like I had a phone call with him and he was down, but then because we had the ad in it, it created like red tape because he was committed to other things, which yeah. So it was like a very surreal thing to be talking to key and just hearing his voice. And he was like, okay, yeah, I like this. And I'm like, whoa, this is fucked up. And then, you know, unfortunately, it didn't pan out. But we noticed that a good video. But yeah, that whole. And then we almost had, we almost had Courtney Cox in the video for Daddy. Really? Yes. We've almost had a lot of great kids. I've never quite pulled through for music videos at least. Yeah. I mean, we've had some pretty great guests. Yeah. I pitched John Cena for Daddy. Yeah. Didn't hear back from his agents. Right. Yeah. Yeah. And then we got like experimentation. And when it comes to, I guess early days making a decision to try something and stop it, how maybe the have those stakes increase now that you have DMG studios or just like the stuff you guys have built. Like you experimentation gets harder when you have overhead, right?",1040
